user,text_review,sentiment_review,sentiment_score,rate,time_visit,language,platform
Gletcher R,"First (and second) time we had a poke. We were not familiar with the concept, therefore I would like to describe it as a ""create your own california roll in a bowl"". Really nice and honest flavours. They use fresh ingredients and offer a friendly service, eager to explain each ingredient. Poke Saigon is hidden in an old apartment building with all kind of hipster boutiques, coffee bars and pop-up shops. They really stand out from their neighbours in cleanliness, quality and service.",POSITIVE,0.9977104663848876,5,2017-02-01 00:00,en,tripadvisor
706alexandret,"Finally find some amazing healthy food in Saigon ! I didn't know anything about Poke, but the staff guide me through and gave me some recommendation. I don't regret trying ! the food was amazing and the fish was really Fresh !!; ; Highly recommend ! i will be back !",POSITIVE,0.9997878670692444,5,2017-02-01 00:00,en,tripadvisor
Marin P,"Fresh and tasty !; ; Feels nice to have healthy food in HCMC.; ; Staff is very friendly !; ; I came with friends, and although the place is a little hidden in the building, none of us had any probleme to find it",POSITIVE,0.9997652173042296,5,2017-02-01 00:00,en,tripadvisor
richardkQ4927IR,Great salmon and tuna poke in a very friendly place with nice staff. Definitely my new lunch HQ.; So tasty and fresh!,POSITIVE,0.9998722076416016,5,2017-02-01 00:00,en,tripadvisor
151maximep,"In a very nice environnement, with an excellent service, and fresh ingredients. I took the salmon POKE and It's was simply delicious. First time but not the last.",POSITIVE,0.9998712539672852,5,2017-02-01 00:00,en,tripadvisor
PierreAlainTieu,"I Went for poke, the 1st in Saigon and for the 1st time of my life. The place is very clean and cute. Staff were really friendly, and could advise on what to pick. Concept was kind of new to me but Absolutely loved it ! I love how poke gives you the ability to customise your bowl. It is very fresh, tasty, and healthy.; ; I Higly recommend this place.",POSITIVE,0.9998763799667358,5,2017-02-01 00:00,en,tripadvisor
mathosbob,"Went to poke saigon because I wanted to have a nice alternative from sushi and other classic chirashis. I was not disappointed, everything looks (and tastes fresh) and you have enough topings choice that you can make a really unique meal that tastes unlike anything you've tasted in saigon.",POSITIVE,0.999589502811432,5,2017-02-01 00:00,en,tripadvisor
Julien K,"This is was not my first poke rodeo and it's tout this day one my favorite poke place.; ; First of all, I was surprised by how cheap it was given the type of ingredients available. They had tons of really interesting and unique options. I opted for a poke with salmon, ahi tuna, sriracha aioli, mango, masago, seaweed salad, and ogo seaweed. Everything was super fresh and absolute perfection.",POSITIVE,0.9975263476371764,5,2017-02-01 00:00,en,tripadvisor
jarod496,Petit resto branché avec de bons produits frais et de beaux mélanges de saveurs à concocter.; La deco est top. À tester,POSITIVE,0.9998422861099244,5,2017-02-01 00:00,fr,tripadvisor
StellaL1448,베트남에서 감미료 안쓰는 곳 별로 없는데 여기는 외국인이 운영하는 곳이라 그럴 걱정없이 먹을수 있어 좋아요. 일주일에 한두번은 꼭 들르는 곳이네요 추천!,POSITIVE,0.995241641998291,5,2017-03-01 00:00,ko,tripadvisor
tranngocthuy,"The food creation was eye catching , different tastes and structures combined into one delicious dish ,Fresh food fast and perfect service .",POSITIVE,0.9998273253440856,5,2017-03-01 00:00,en,tripadvisor
JamieB3248,"The moment I walked in, I was greeted by a sweet girl who explained, in perfect English, how the ordering process works. After telling her some things I wanted, she gave me recommendations and I LOVED my bowl! Both the girls were so sweet and friendly to talk to and the place had a great atmosphere. And fast wifi which never hurts!s",POSITIVE,0.9998457431793212,5,2017-03-01 00:00,en,tripadvisor
patoub12,Lovely place running by lovely guys making awesome food ! You should try once and will come back surely !!!,POSITIVE,0.9998339414596558,5,2017-03-01 00:00,en,tripadvisor
Tiến N,"Nice and healthy food for your precious bodies for your curious mind if you haven't try before. There're a pretty wide varieties of toppings you can choose for your base ingredient so you just can't go wrong (unless it's the end of month and your salary payment hasn't come yet lol). Nice space but a bit small, hope you guys can expand your place in near future.; Comeback-ability: it's a yass.",POSITIVE,0.9993001222610474,5,2017-04-01 00:00,en,tripadvisor
BeckyS2718,Super healthy option in Saigon. I am glad I found this place. The salmon were amazing. The staff were super friendly. I will recommend this to anyone visiting Ho Chi Minh city.,POSITIVE,0.9997902512550354,5,2017-04-01 00:00,en,tripadvisor
sonq459,Real clean and modern place. Owner was helpful in choosing the right toppings for my bowl. Also they deliver!!!!!,POSITIVE,0.9998348951339722,5,2017-04-01 00:00,en,tripadvisor
jessinjapan,"Came here on suggestion from the staff at a beer place ... So glad I made the effort to try it out! Great concept and delicious, fresh flavoured food. Spot on, very satisfying and top notch service",POSITIVE,0.999870538711548,5,2017-04-01 00:00,en,tripadvisor
Nikolaj B,I've never tried poke before so this was really a great experience! The staff was very friendly and helped us choose what we should put as topping in the poke. The poke costs 150 000 vnd which is a pretty fair price. The bowl is quite big portion but I eat alot so I couldn't get completely full though. Overall really great!,POSITIVE,0.9990610480308532,5,2017-04-01 00:00,en,tripadvisor
Jethr0G,"Beautiful bowls that you choose yourself. Healthy fresh and tasty! It's in a beautiful building too, but doesn't have the view that other cafes here have.",POSITIVE,0.9972864389419556,5,2017-05-01 00:00,en,tripadvisor
lanquan,"Maybe I've been in Vietnam for too long, but I felt this is comparable to what I can get in California if not better. Not only that, but the base price of 150k/$7 would be cheaper than anything I can get in the US. They rotate different toppings every once in awhile so it's refreshing to have new options. They make the fruit juice every morning with no additives, and they taste amazing. I'm grateful to have this as a healthy option because I don't get enough protein with my diet in Vietnam. The quality in the fish is amazing, the staff is friendly, atmosphere is nice, and the location in the coffee apartment on Nguyen Hue is perfect. Being the only poke place in Saigon so far, I'm glad the quality is top notch.",POSITIVE,0.999663233757019,5,2017-05-01 00:00,en,tripadvisor
Anh Đ,"My first Poke ever and it was sort of weird to see all the mixing ingredients in one bowl, but heyyyy I coudn’t believe it would taste THAT amazing. The word amazing doesn’t do it’s justice. I had the California Package with Sushi rice and fresh Salmon. Perfect. What made it even more perfect was they even delivered it to my guest house the next day. Friendly people. I am surpriiiiiised! Thanks",POSITIVE,0.9971510767936708,5,2017-05-01 00:00,en,tripadvisor
maryyeo,"Poke (pronounced 'po-kay') has been quite a craze in Singapore and we're glad to find a joint here in HCMC. I find it a much wholesome version compared to the salad/juice fad since this is good quality, healthily prepared food that won't make you go hungry after an hour.; ; 150,000vnd (~6.5usd) is actually much cheaper than many of the famous salad bars in Singapore that we usually pay upward of 10bucks for. So each bowl of Poke consists of:; - good portion of Japanese sushi white rice/brown rice; - 2 ice-cream scoopfuls of tuna/salmon sashimi or cooked shrimp; - selection of Japanese sauces (our fav is the sesame sauce); - a whole range of healthy toppings... and you can choose all of them! For the sake of our preschooler, we only got the tomatoes, mushrooms, edamame, surimi and seaweed. The guacamole looked good at an additional 10,000vnd.; ; We were happy that our even preschooler liked and ate a lot of it. Not easy to please our picky eater so...good job. I also liked the friendly service girl. Hope that it can open up as a kiosk in D7 for the health-conscious families!",POSITIVE,0.9922863245010376,5,2017-05-01 00:00,en,tripadvisor
ChuotEm,"Me and my group of ladies loved this new establishment. I wondered about what is Poke. Another edition of Pokemon Go? But no, the food is so amazing, fresh and delicious. Loved it so much. I came back on a Monday and it was closed??? I almost fell in depression... But the owner Manu was nice and helpful. They delivered out to d7 the next day which was so nice to eat with my colleagues. I will surely come back. And the staff and owner are sweet as Pokemon. :)",POSITIVE,0.9998038411140442,5,2017-05-01 00:00,en,tripadvisor
jeremymailisc,"I love everything about Poke Saigon! Healthy food, super tasty, creative menu, friendly staff and cozy place. The best place for a quick bite or a healthy lunch or a light dinner. I will definitely eat there once a week ;) Thank You Poke Saigon for coming to Vietnam!",POSITIVE,0.999817669391632,5,2017-05-01 00:00,en,tripadvisor
dushyanthana2017,Totally worth itfor the price you pay!.. Delicious food and friendly staff makes this wan to be a regular visiting spot..,POSITIVE,0.999642848968506,5,2017-05-01 00:00,en,tripadvisor
jeannes348,"There is just a little sing outside and it is hidden in a building but do not give up, it is totally worth it! Delicious poke!",POSITIVE,0.999858021736145,5,2017-05-01 00:00,en,tripadvisor
yenchau_96,"Its like a mix bowl of your favorite sushi, sounds a bit strange (or at least to me), but its actually very tasty and fresh. They're at very good price also for the quality you get. Staffs are friendly, and they can recommend you well. Will definitely be back!",POSITIVE,0.9998469352722168,5,2017-05-01 00:00,en,tripadvisor
trucvy97,The poke is on point. Fresh with all right textures. It's like a firework in the mouth. Need to be back here. Wished I could take this place home with me. Love love love,POSITIVE,0.997995376586914,5,2017-05-01 00:00,en,tripadvisor
reinout90,First time having poke bowl. It was a perfect lunch with friendly staff and good atmosphere. Just follow the scooters to find the entrance on the second floor. No view of the city unfortunately.,POSITIVE,0.9992237091064452,5,2017-05-01 00:00,en,tripadvisor
ninabmathot,"After a long day of shopping I found Poke Saigon and it made my day! The food is amazing, fresh and you have lots of toppings you can chose in your bowl. I recommend 'the california' bowl with the sesame sauce. Also, the bowl is big enough to still your hunger!",POSITIVE,0.999823272228241,5,2017-06-01 00:00,en,tripadvisor
Jeremy W,Stop by for lunch. It's in a very unique location and the flavor is amazing. You will not be disappointed.,POSITIVE,0.9998806715011596,5,2017-06-01 00:00,en,tripadvisor
aurorecohade17,"The food was fresh and tasteful, the staff is very nice and the overall meal was delicious !; Had a very nice time",POSITIVE,0.9998862743377686,5,2017-06-01 00:00,en,tripadvisor
Ceastyle,"Curious about this apartments building in Saigon that seems to accommodate multiple shops and restaurants, we ended up on the second floor at Poke Saigon. It is a lively and small place that serves delicious and healthy salads bowls and homemade juices. The concept is real simple as you can make your own pike with a base, fish or shrimps, toppings and a sauce. We really recommend this place for its food. The only drawback is the price as it is a bit on the expensive end for what it is. We paid 400k VND for two pokes and two juices.",POSITIVE,0.999057114124298,4,2017-06-01 00:00,en,tripadvisor
Dipnk,"Delicious food, generous portions and friendly & helpful staff! The place itself is also very cute and cosy. Definitely worth a visit.",POSITIVE,0.9998822212219238,5,2017-06-01 00:00,en,tripadvisor
JeanSGP,The meal is super fresh and I like the vibe of that place! Feels good and relaxing specially in the city's heat. Definitely recommend it,POSITIVE,0.9998877048492432,5,2017-06-01 00:00,en,tripadvisor
Hoa_Vo,"I'm a big fan of poke, so finding a poke place right smack in the middle of Saigon was a highlight of the day. The poke I usually have is well seasoned and chilled, but the one served here is mixed with the sauce / dressing on the spot.; 5 stars for freshness of ingredients but overall I was let down by the taste.",NEGATIVE,0.9970008730888368,3,2017-06-01 00:00,en,tripadvisor
Jani N,"The location is intriguing itself, inside a large multi-tenant building in the heart of downtown. Opt for the stairs and wander the building for more hidden gems AFTER you eat at Poke Saigon. One bowl is plenty for two people but indulge on your own and you won't regret it! We created a bowl with the help of the friendly and knowledgeable staff with sushi rice, salmon, assorted veg and wasabi sauce topped with guacamole, soy and fried onions. What a lovely, fresh and satisfying lunch that left nothing to be desired. We left satisfied and will definitely be returning for more. Great job Poke Saigon!",POSITIVE,0.999184548854828,5,2017-06-01 00:00,en,tripadvisor
Anne Kathrine E,"Very recommendable: healthy, delicious, nice staff, cozy surroundings, comfortable interior and spacious!",POSITIVE,0.9998819828033448,5,2017-07-01 00:00,en,tripadvisor
dominikg695,"We really liked the poke bowl with fresh and healthy ingredients. Definitely a refreshing alternative to the standard Vietnamese food!!; ; Also the staff was very nice and helpful!; Room interior is light, welcoming and cozy!",POSITIVE,0.9998733997344972,5,2017-07-01 00:00,en,tripadvisor
Martin K,Cool place with a simple but very delicious salad concept. You build your salad in four steps. The result is great.; ; Both adults and kids loved their salmon.; ; Craft beer and fresh juices to accompany the food.,POSITIVE,0.999874711036682,5,2017-07-01 00:00,en,tripadvisor
StuartH2500,"This little restaurant is a hidden gem in Saigon. Located in Nguyen Hue apartment complex. With a great selection of fresh foods, this healthy alternative to the usual food found in restaurants is a nice new fresh and healthy way of eating. It's now a regular spot for both me and my wife. If you want fresh, healthy and delicious foods I highly recommend you give it a try!",POSITIVE,0.9998239874839784,5,2017-07-01 00:00,en,tripadvisor
N1330KJnicolam,Lovely fresh food. The enthusiastic owner took us through the process of creating our bowls then found us seating upstairs in a cool cafe / boutique. Definitely one of the highlights of our stay in Saigon.,POSITIVE,0.9998557567596436,5,2017-07-01 00:00,en,tripadvisor
demiVB,"Poke Saigon zit op een plek die je niet gauw zult vinden, maar wat waren wij blij dat we het (dankzij tripadvisor) gevonden hadden! Super lekkere poké bowls voor een prima prijs en hele aardige, goed Engels-sprekende werknemers!",POSITIVE,0.9998430013656616,5,2017-08-01 00:00,nl,tripadvisor
Quách N,"Lovely fresh food, healthy , really nice staff, strongly recommend Poke SaiGon, I'll come back for sure ",POSITIVE,0.9998825788497924,5,2017-08-01 00:00,en,tripadvisor
HaniF150,"I love this restaurant! My favourite from all the 9 floors of cafes available.; ; Clean, airy, relaxing ambience.; Modern deco with good lighting.; Great song list, A+; Spoiled for choices of seafood and sauces available.; Food is delicious and fresh. You get to choose multiple free toppings too.; Price is reasonable.; The store manager is very very pleasant. He can give you recommendation if you're indecisive.; Toilet is clean and with bidet installed.; ; There's no meat being served so its a safe option for those looking for halal meal. However they sell beer. So eat at your own discretion.; ; All around, great eating experience! Thank you Poke Saigon!",POSITIVE,0.999782145023346,5,2017-08-01 00:00,en,tripadvisor
dnguyen48,There's only one word to describe my experience : AMAZING! The restaurant is such a hidden gem in the heart of the bustling Saigon. The dish itself consist of so many fresh and healthy ingredient which I like the most. I am myself a fan of sushi so Poke is a really nice alternative whenever I crave the taste of sashimi. The staffs are also very friendly and they seems to genuinely care about their customers. Strongly recommend this place if you want healthy food or just simply want to discover new things. Will come back for sure :),POSITIVE,0.999631643295288,5,2017-08-01 00:00,en,tripadvisor
Tyomonyanko,雑居ビルのような建物の3階にある小さなお店です。; 入り口を入るとすぐにサラダの具材が並んでいて、ハワイの海を想像させるようなカワイイインテリアです。; Pokeは野菜のみか、ライス入りか選べて、さらに30種類くらいあるトッピングと5種類くらいのドレッシングが選べます。野菜もフレッシュで美味しいです。; 飲み物もフレッシュジュースが数種類ありました。; 1人で野菜をたくさん食べたい時に重宝するお店だと思います。,POSITIVE,0.999599277973175,4,2017-08-01 00:00,ja,tripadvisor
Saigon-Foody,"Being the first is always risky but as they say nothing ventured nothing gained. Poke Saigon was not only the first but also arguably has set the bar very high for the kind of quality any competitors would need to meet.; ; Poke Saigon is located in an interesting building, heritage, and can be somewhat difficult to find although it is located on the very popular and busy street Nguyen Hue. Seating is quite sparse as most of their business is takeaway or delivery via services like Vietnammm.; ; They offer a Subway style of make your own Poke bowls or try their pre-made choices which are all very delicious in their own right. I love that they never scrimp on toppings and often times the bowl seems way too small for the amount they give. (in fact i've told them to get bigger bowls). Great for vegetarians and health conscious people, they offer white rice or brown rice and salad as a base.; ; The options of tuna, salmon, or shrimp are always fresh never fishy. Always fresh. The veggies are always crisp, rinsed, and green. Out of all the ingredients they offer i've never seen a non-fresh one. Poke Saigon is about as good as it gets. They are planning on opening a D2 location and i hope also expand the variety of fish they offer. I order Poke once a week from these guys. Bravo!",POSITIVE,0.990629017353058,5,2017-08-01 00:00,en,tripadvisor
timsche,"Mann benötigt eine kleine Erklärung, aber das Prinzip ist doch einfach: Stelle dir eine Bambusschale mit frischen Zutaten zusammen, durchmische sie und genieße es. Die Auswahl reicht von frischen Tunfisch über Avocado bis zu Granatapfel. Dazu eine Auswahl an tollen Soßen und Gewürzen. Das Ergebnis sieht nicht nur ansprechend aus, es schmeckt auch ausgezeichnet. Es könnte das lange erwartete gesunde fast food Konzept sein. Die Bedienung war dazu sehr freundlich und sprach gut englisch.",POSITIVE,0.9997419714927672,5,2017-09-01 00:00,de,tripadvisor
EmCho2,"Opted for a 50/50 sushi rice & salad base, topped with spicy salmon, tuna, spicy mayo, extra fish roe and lots of tasty veggies. Total 160.000 Đong. Yum!",POSITIVE,0.7326422929763794,5,2017-09-01 00:00,en,tripadvisor
pbmhh,"Very good poke, with fresh products ! It's a lovely place, located in an original building. I will definitely come back!",POSITIVE,0.999882698059082,5,2017-09-01 00:00,en,tripadvisor
LTvdw,"Được bạn mình dẫn tới, mình rất ngạc nhiên về nhà hàng, khung cảnh dễ thương, các bạn phục vụ tận tình, đồ ăn thật là tuyệt vời, mình chọn cơm và cá hồi (không nhớ sốt gì hhuhuh) nhưng rất ngon. Chắc chắn mình sẽ tiêp tục đến để ủng hộ quán",POSITIVE,0.9998576641082764,5,2017-09-01 00:00,vi,tripadvisor
Raphael W,"Coming here regularly to let the Poke Team build my own bowl. Mostly going for Salmon, Tuna and Prawns. The protein, sauces and overall toppings are of very good quality.; ; Love the atmosphere in the place,and the awesome team.",POSITIVE,0.9998617172241212,5,2017-09-01 00:00,en,tripadvisor
gonetotravel143,"We had a great lunch here! You choose a base (salad, sushi rice or brown rice) and then toppings, including tofu, spicy tuna, salmon, edamame....; we loved it here, staff were friendly and the cafe was small but with nice decor making it a relaxed cool place for food.; Located on the second floor in a building on Nguyễn Huệ it is very conveniently located for tourist spots.",POSITIVE,0.9996160268783568,5,2017-09-01 00:00,en,tripadvisor
162kelseyb,I got salmon and spicy tuna and was so satisfied! It was fresh and delicious and the server (owner?) was extremely helpful and kind. Great little find in a building with 9 floors of cafes and boutiques! Fun to explore!,POSITIVE,0.99986732006073,5,2017-09-01 00:00,en,tripadvisor
hannguyen207,"Hands-down the best Poke place, i've tried every other places and nothing ranks up to Poke Saigon, they have the widest variety of toppings and sauces (homemade, original sauces). Staffs are polite and enthusiastic, food is always fresh and well-seasoned. I'm a vegan and I always have their vegeterian bowl and choose a vegan sauce. Love it here.",POSITIVE,0.9996089339256288,5,2017-10-01 00:00,en,tripadvisor
ccycc911,"Located in an old building, don't bother to take the elevator to 2/F as it's always full of people waiting, just walk up to the staircase. The male staff served us was very friendly and helpful, he explained every single ingredients and his recommendation. You can choose sushi rice/ brown rice/ salad/ half rice half salad; it's just similar to choose your food in Chipotle.; ; Sauce is good, love the shiso one (green sauce). Toppings given are generous too. Price should be VND150K for a regular bowl. It's a good option when you need a break from overwhelming Vietnamese food over the past few days.",POSITIVE,0.9988816380500792,5,2017-10-01 00:00,en,tripadvisor
TOM1125,像自助餐一樣的餐廳，款式任君選擇，味道還可以的，價格便宜，簡簡單單，一定吃得飽，地點很方便我們的。。,NEGATIVE,0.9082270860671996,4,2017-10-01 00:00,ko,tripadvisor
Robert_Ravn,"Virkelig lækkert! Man vælge selv sin skål med ris, laks/tun og så hvilke grøntsager man vil have på. Rigtig god betjening",POSITIVE,0.999853014945984,5,2017-10-01 00:00,da,tripadvisor
Elton R,"If you’re a fan of pole then this is exactly why you would expect from a poke restaurant.; ; It’s slightly hidden up a few flights of stairs but the decor is clean and relaxing and the poke is great.; ; They had tuna, spicy tuna and salmon options along with all the usual mixers and veg.; ; Highly recommend.",POSITIVE,0.999784529209137,5,2017-10-01 00:00,en,tripadvisor
KayoungB2,"fresh salad and rice with poke!; very healthy!; ; First, pick the base.; salad or rice(white or brown rice); or half and half.; ; then, choose your poke, sauce, toppings!; ; Make your own plate with fresh food!",POSITIVE,0.998171091079712,5,2017-10-01 00:00,en,tripadvisor
peterparkerpp,"I have lunch here, I find the food is quite good, the staff is enthusiastic, I will come back if I have a chance.",POSITIVE,0.9998278617858888,5,2017-11-01 00:00,en,tripadvisor
timlQ6263OT,"I went there in the evening. It is not the easiest to find location since it is on the 2nd floor of a building and they do not have a neon-sign or billboard visible from the street. For those who wish to go there too: if you’re facing the bookstore it’s the entrance to the left.; Upstairs you’ll find an industrial minimalist restaurant that is very clean. Staff is friendly and will walk you through ordering process. For 150.000 VND a bowl you can basically choose sushi rice/brown rice/salad or a combination as a base. Then you choose fish/seafood (shrimp/octopus/tuna/salmon. Last two are also available in spicy). Then you choose sauces (most of them are mayo based) then vegetable, fruit and herb toppings and seasoning as many as you desire (I remember edamame, onion, wakame, tomato, pickled ginger, mango, pomelo, mushrooms, horseradish, coriander, fried onions, fried garlic, sesame seeds, chili powder. I probably forgot about the rest, but this should give you a good impression of what they offer.; Freshly pressed juices and soft drinks are also available.; Everything is stuffed into a small bowl which makes tossing a bit of a challenge but perhaps that’s just my clumsiness.; The bowl was really yummie.; I would surely go there again, although to me it’s more a lunch place than a dinner place.",POSITIVE,0.8365440964698792,4,2017-11-01 00:00,en,tripadvisor
Matthew S,"This place is great for casual, healthy, fresh, non-vietnamese food. 150k VD (around 7 USD) for a bowl. Good for one normal person. Food is fresh and tasty, place is small bu clean. Staff were friendly.",POSITIVE,0.9991500377655028,4,2017-11-01 00:00,en,tripadvisor
202fumikan,"仕事のランチでよく行きます。; 自分で選んでご飯に乗せるだけなので、待ち時間がなくて、すぐに食べれて効率抜群です。; 味も美味しくて、白米、ブラウンライス、ハーフサラダ、と選べてヘルシーなランチになります; ; 金額は16万VNDほどです。; ; It's very healty and fast food.; I can feel like I'm in cafe at Hawaii even it's working time.; ; You can select 3 kind of rice, white rice, brown rice, half rice with salada.",POSITIVE,0.999848246574402,5,2017-11-01 00:00,ja,tripadvisor
LauraGenevrois,I just tried the poke Saigon for the first time and it’s so yammi. So tasty and healthy at the same time. Not expensive and it’s really a good portion for 1 person. Definitely should try.,POSITIVE,0.9993403553962708,5,2017-11-01 00:00,en,tripadvisor
amin_amirali,"Its on the second floor, go up the stairs and you will easily find it (I wasnt able to see their sign from the street).; I had the spicy tuna mixed with spicy salmon. Devoured it in no time!; Great pit stop to refuel before hiting the busy and hot streets again :)",POSITIVE,0.9525015950202942,5,2017-11-01 00:00,en,tripadvisor
inthiramckenzie,"This is one of my favourite place to get fast, tasty and cheap food. Each bite is so enjoyable and I can't get enough of the toppings and fish. It's a very trendy restaurant. Explosive flavours on my mouth has been a great experience.",POSITIVE,0.9993916749954224,5,2017-11-01 00:00,en,tripadvisor
davidcT6518CH,"Read reviews on TA, as this was top listed in search for cheap eats. Went along to find it, not too easy but listing on google maps is quite accurate - you just need to look for the small sign on the outside of the old building then follow the motorbikes past their parking are and up 2 flights stairs.; ; You go in and order at the entrance and they make up salad, rice, raw fish mix aka Subway style.; ; The food itself is fresh and delicious. I would definitely go back. Easy food to prep but so nice and healthy.; ; Only down side is I wouldn’t necessarily class it as a “cheap eat” at 200k VND for one medium sized bowl and a beer (probably meant to drink fresh juice!).; ; But it was really enjoyable and the decor is pretty modern and looks very clean.",POSITIVE,0.9989120960235596,5,2017-11-01 00:00,en,tripadvisor
Brian D,Loved this place. If you like poke you will too. Great food and service. No issue recommending this place.,POSITIVE,0.9998078942298888,5,2017-11-01 00:00,en,tripadvisor
lolat70,"C'est le premier poke à s'être installé à Saigon....depuis l'offre d'est étoffée. Mais Je reviens toujours à celui-là, il reste le meilleur.; Les produits sont frais, de qualité. Le staff est souriant, gentil.; Mais l'endroit est petit, et les quelques tables vite occupées.",POSITIVE,0.9887740612030028,4,2017-11-01 00:00,fr,tripadvisor
emmasK2738WH,Megaaaaa lekker! En ze legde alles heel goed uit. Zeker een bezoekje waard. De spicy salon was super lekker,POSITIVE,0.9998555183410645,5,2017-11-01 00:00,nl,tripadvisor
dominique2470,"Vers en heerlijke sausjes.; Vriendelijk en goed Engels sprekend personeel. Bij de ingang denk je wel... waar kom ik terecht, maar heerlijk gegeten laatste avondmaaltijd in Vietnam. ",POSITIVE,0.9998005032539368,5,2017-11-01 00:00,nl,tripadvisor
