user,text_review,sentiment_review,sentiment_score,rate,time_visit,language,platform
Gletcher R,"First (and second) time we had a poke. We were not familiar with the concept, therefore I would like to describe it as a ""create your own california roll in a bowl"". Really nice and honest flavours. They use fresh ingredients and offer a friendly service, eager to explain each ingredient. Poke Saigon is hidden in an old apartment building with all kind of hipster boutiques, coffee bars and pop-up shops. They really stand out from their neighbours in cleanliness, quality and service.",POSITIVE,0.997710466,5,2/1/2017 0:00,en,tripadvisor
jarod496,Petit resto branché avec de bons produits frais et de beaux mélanges de saveurs à concocter.; La deco est top. À tester,POSITIVE,0.999842286,5,2/1/2017 0:00,fr,tripadvisor
tieuminh2017,"Délicieux ! Une bonne association de poisson frais, d’échalotes, de riz blanc, et des légumes au choix... toute la fraicheur dans un bol rond et appétissant. L'ambiance du restaurant est très agréable, nous avons du mal à quitter les lieux pour affronter à nouveau la chaleur extérieure. Excellent endroit pour un déjeuner après une promenade dans le plus beau quartier de Ho Chi Minh.",POSITIVE,0.999812543,5,2/1/2017 0:00,fr,tripadvisor
JamieB3248,"The moment I walked in, I was greeted by a sweet girl who explained, in perfect English, how the ordering process works. After telling her some things I wanted, she gave me recommendations and I LOVED my bowl! Both the girls were so sweet and friendly to talk to and the place had a great atmosphere. And fast wifi which never hurts!s",POSITIVE,0.999845743,5,3/1/2017 0:00,en,tripadvisor
patoub12,Lovely place running by lovely guys making awesome food ! You should try once and will come back surely !!!,POSITIVE,0.999833941,5,3/1/2017 0:00,en,tripadvisor
tranngocthuy,"The food creation was eye catching , different tastes and structures combined into one delicious dish ,Fresh food fast and perfect service .",POSITIVE,0.999827325,5,3/1/2017 0:00,en,tripadvisor
StellaL1448,????? ??? ??? ? ?? ??? ??? ???? ???? ??? ?? ???? ??? ?? ???. ???? ???? ? ??? ???? ??!,POSITIVE,0.995241642,5,3/1/2017 0:00,ko,tripadvisor
Ti?n N,"Nice and healthy food for your precious bodies for your curious mind if you haven't try before. There're a pretty wide varieties of toppings you can choose for your base ingredient so you just can't go wrong (unless it's the end of month and your salary payment hasn't come yet lol). Nice space but a bit small, hope you guys can expand your place in near future.; Comeback-ability: it's a yass.",POSITIVE,0.999300122,5,4/1/2017 0:00,en,tripadvisor
Nikolaj B,I've never tried poke before so this was really a great experience! The staff was very friendly and helped us choose what we should put as topping in the poke. The poke costs 150 000 vnd which is a pretty fair price. The bowl is quite big portion but I eat alot so I couldn't get completely full though. Overall really great!,POSITIVE,0.999061048,5,4/1/2017 0:00,en,tripadvisor
jessinjapan,"Came here on suggestion from the staff at a beer place ... So glad I made the effort to try it out! Great concept and delicious, fresh flavoured food. Spot on, very satisfying and top notch service",POSITIVE,0.999870539,5,4/1/2017 0:00,en,tripadvisor
sonq459,Real clean and modern place. Owner was helpful in choosing the right toppings for my bowl. Also they deliver!!!!!,POSITIVE,0.999834895,5,4/1/2017 0:00,en,tripadvisor
BeckyS2718,Super healthy option in Saigon. I am glad I found this place. The salmon were amazing. The staff were super friendly. I will recommend this to anyone visiting Ho Chi Minh city.,POSITIVE,0.999790251,5,4/1/2017 0:00,en,tripadvisor
trucvy97,The poke is on point. Fresh with all right textures. It's like a firework in the mouth. Need to be back here. Wished I could take this place home with me. Love love love,POSITIVE,0.997995377,5,5/1/2017 0:00,en,tripadvisor
Jethr0G,"Beautiful bowls that you choose yourself. Healthy fresh and tasty! It's in a beautiful building too, but doesn't have the view that other cafes here have.",POSITIVE,0.997286439,5,5/1/2017 0:00,en,tripadvisor
lanquan,"Maybe I've been in Vietnam for too long, but I felt this is comparable to what I can get in California if not better. Not only that, but the base price of 150k/$7 would be cheaper than anything I can get in the US. They rotate different toppings every once in awhile so it's refreshing to have new options. They make the fruit juice every morning with no additives, and they taste amazing. I'm grateful to have this as a healthy option because I don't get enough protein with my diet in Vietnam. The quality in the fish is amazing, the staff is friendly, atmosphere is nice, and the location in the coffee apartment on Nguyen Hue is perfect. Being the only poke place in Saigon so far, I'm glad the quality is top notch.",POSITIVE,0.999663234,5,5/1/2017 0:00,en,tripadvisor
Anh Ð,"My first Poke ever and it was sort of weird to see all the mixing ingredients in one bowl, but heyyyy I coudn’t believe it would taste THAT amazing. The word amazing doesn’t do it’s justice. I had the California Package with Sushi rice and fresh Salmon. Perfect. What made it even more perfect was they even delivered it to my guest house the next day. Friendly people. I am surpriiiiiised! Thanks",POSITIVE,0.997151077,5,5/1/2017 0:00,en,tripadvisor
maryyeo,"Poke (pronounced 'po-kay') has been quite a craze in Singapore and we're glad to find a joint here in HCMC. I find it a much wholesome version compared to the salad/juice fad since this is good quality, healthily prepared food that won't make you go hungry after an hour.; ; 150,000vnd (~6.5usd) is actually much cheaper than many of the famous salad bars in Singapore that we usually pay upward of 10bucks for. So each bowl of Poke consists of:; - good portion of Japanese sushi white rice/brown rice; - 2 ice-cream scoopfuls of tuna/salmon sashimi or cooked shrimp; - selection of Japanese sauces (our fav is the sesame sauce); - a whole range of healthy toppings... and you can choose all of them! For the sake of our preschooler, we only got the tomatoes, mushrooms, edamame, surimi and seaweed. The guacamole looked good at an additional 10,000vnd.; ; We were happy that our even preschooler liked and ate a lot of it. Not easy to please our picky eater so...good job. I also liked the friendly service girl. Hope that it can open up as a kiosk in D7 for the health-conscious families!",POSITIVE,0.992286325,5,5/1/2017 0:00,en,tripadvisor
ChuotEm,"Me and my group of ladies loved this new establishment. I wondered about what is Poke. Another edition of Pokemon Go? But no, the food is so amazing, fresh and delicious. Loved it so much. I came back on a Monday and it was closed??? I almost fell in depression... But the owner Manu was nice and helpful. They delivered out to d7 the next day which was so nice to eat with my colleagues. I will surely come back. And the staff and owner are sweet as Pokemon. :)",POSITIVE,0.999803841,5,5/1/2017 0:00,en,tripadvisor
reinout90,First time having poke bowl. It was a perfect lunch with friendly staff and good atmosphere. Just follow the scooters to find the entrance on the second floor. No view of the city unfortunately.,POSITIVE,0.999223709,5,5/1/2017 0:00,en,tripadvisor
dushyanthana2017,Totally worth itfor the price you pay!.. Delicious food and friendly staff makes this wan to be a regular visiting spot..,POSITIVE,0.999642849,5,5/1/2017 0:00,en,tripadvisor
jeannes348,"There is just a little sing outside and it is hidden in a building but do not give up, it is totally worth it! Delicious poke!",POSITIVE,0.999858022,5,5/1/2017 0:00,en,tripadvisor
yenchau_96,"Its like a mix bowl of your favorite sushi, sounds a bit strange (or at least to me), but its actually very tasty and fresh. They're at very good price also for the quality you get. Staffs are friendly, and they can recommend you well. Will definitely be back!",POSITIVE,0.999846935,5,5/1/2017 0:00,en,tripadvisor
jeremymailisc,"I love everything about Poke Saigon! Healthy food, super tasty, creative menu, friendly staff and cozy place. The best place for a quick bite or a healthy lunch or a light dinner. I will definitely eat there once a week ;) Thank You Poke Saigon for coming to Vietnam!",POSITIVE,0.999817669,5,5/1/2017 0:00,en,tripadvisor
JeanSGP,The meal is super fresh and I like the vibe of that place! Feels good and relaxing specially in the city's heat. Definitely recommend it,POSITIVE,0.999887705,5,6/1/2017 0:00,en,tripadvisor
Hoa_Vo,"I'm a big fan of poke, so finding a poke place right smack in the middle of Saigon was a highlight of the day. The poke I usually have is well seasoned and chilled, but the one served here is mixed with the sauce / dressing on the spot.; 5 stars for freshness of ingredients but overall I was let down by the taste.",NEGATIVE,0.997000873,3,6/1/2017 0:00,en,tripadvisor
Dipnk,"Delicious food, generous portions and friendly & helpful staff! The place itself is also very cute and cosy. Definitely worth a visit.",POSITIVE,0.999882221,5,6/1/2017 0:00,en,tripadvisor
Jeremy W,Stop by for lunch. It's in a very unique location and the flavor is amazing. You will not be disappointed.,POSITIVE,0.999880672,5,6/1/2017 0:00,en,tripadvisor
Ceastyle,"Curious about this apartments building in Saigon that seems to accommodate multiple shops and restaurants, we ended up on the second floor at Poke Saigon. It is a lively and small place that serves delicious and healthy salads bowls and homemade juices. The concept is real simple as you can make your own pike with a base, fish or shrimps, toppings and a sauce. We really recommend this place for its food. The only drawback is the price as it is a bit on the expensive end for what it is. We paid 400k VND for two pokes and two juices.",POSITIVE,0.999057114,4,6/1/2017 0:00,en,tripadvisor
aurorecohade17,"The food was fresh and tasteful, the staff is very nice and the overall meal was delicious !; Had a very nice time",POSITIVE,0.999886274,5,6/1/2017 0:00,en,tripadvisor
Jani N,"The location is intriguing itself, inside a large multi-tenant building in the heart of downtown. Opt for the stairs and wander the building for more hidden gems AFTER you eat at Poke Saigon. One bowl is plenty for two people but indulge on your own and you won't regret it! We created a bowl with the help of the friendly and knowledgeable staff with sushi rice, salmon, assorted veg and wasabi sauce topped with guacamole, soy and fried onions. What a lovely, fresh and satisfying lunch that left nothing to be desired. We left satisfied and will definitely be returning for more. Great job Poke Saigon!",POSITIVE,0.999184549,5,6/1/2017 0:00,en,tripadvisor
ninabmathot,"After a long day of shopping I found Poke Saigon and it made my day! The food is amazing, fresh and you have lots of toppings you can chose in your bowl. I recommend 'the california' bowl with the sesame sauce. Also, the bowl is big enough to still your hunger!",POSITIVE,0.999823272,5,6/1/2017 0:00,en,tripadvisor
Anne Kathrine E,"Very recommendable: healthy, delicious, nice staff, cozy surroundings, comfortable interior and spacious!",POSITIVE,0.999881983,5,7/1/2017 0:00,en,tripadvisor
dominikg695,"We really liked the poke bowl with fresh and healthy ingredients. Definitely a refreshing alternative to the standard Vietnamese food!!; ; Also the staff was very nice and helpful!; Room interior is light, welcoming and cozy!",POSITIVE,0.9998734,5,7/1/2017 0:00,en,tripadvisor
Martin K,Cool place with a simple but very delicious salad concept. You build your salad in four steps. The result is great.; ; Both adults and kids loved their salmon.; ; Craft beer and fresh juices to accompany the food.,POSITIVE,0.999874711,5,7/1/2017 0:00,en,tripadvisor
N1330KJnicolam,Lovely fresh food. The enthusiastic owner took us through the process of creating our bowls then found us seating upstairs in a cool cafe / boutique. Definitely one of the highlights of our stay in Saigon.,POSITIVE,0.999855757,5,7/1/2017 0:00,en,tripadvisor
StuartH2500,"This little restaurant is a hidden gem in Saigon. Located in Nguyen Hue apartment complex. With a great selection of fresh foods, this healthy alternative to the usual food found in restaurants is a nice new fresh and healthy way of eating. It's now a regular spot for both me and my wife. If you want fresh, healthy and delicious foods I highly recommend you give it a try!",POSITIVE,0.999823987,5,7/1/2017 0:00,en,tripadvisor
Saigon-Foody,"Being the first is always risky but as they say nothing ventured nothing gained. Poke Saigon was not only the first but also arguably has set the bar very high for the kind of quality any competitors would need to meet.; ; Poke Saigon is located in an interesting building, heritage, and can be somewhat difficult to find although it is located on the very popular and busy street Nguyen Hue. Seating is quite sparse as most of their business is takeaway or delivery via services like Vietnammm.; ; They offer a Subway style of make your own Poke bowls or try their pre-made choices which are all very delicious in their own right. I love that they never scrimp on toppings and often times the bowl seems way too small for the amount they give. (in fact i've told them to get bigger bowls). Great for vegetarians and health conscious people, they offer white rice or brown rice and salad as a base.; ; The options of tuna, salmon, or shrimp are always fresh never fishy. Always fresh. The veggies are always crisp, rinsed, and green. Out of all the ingredients they offer i've never seen a non-fresh one. Poke Saigon is about as good as it gets. They are planning on opening a D2 location and i hope also expand the variety of fish they offer. I order Poke once a week from these guys. Bravo!",POSITIVE,0.990629017,5,8/1/2017 0:00,en,tripadvisor
dnguyen48,There's only one word to describe my experience : AMAZING! The restaurant is such a hidden gem in the heart of the bustling Saigon. The dish itself consist of so many fresh and healthy ingredient which I like the most. I am myself a fan of sushi so Poke is a really nice alternative whenever I crave the taste of sashimi. The staffs are also very friendly and they seems to genuinely care about their customers. Strongly recommend this place if you want healthy food or just simply want to discover new things. Will come back for sure :),POSITIVE,0.999631643,5,8/1/2017 0:00,en,tripadvisor
HaniF150,"I love this restaurant! My favourite from all the 9 floors of cafes available.; ; Clean, airy, relaxing ambience.; Modern deco with good lighting.; Great song list, A+; Spoiled for choices of seafood and sauces available.; Food is delicious and fresh. You get to choose multiple free toppings too.; Price is reasonable.; The store manager is very very pleasant. He can give you recommendation if you're indecisive.; Toilet is clean and with bidet installed.; ; There's no meat being served so its a safe option for those looking for halal meal. However they sell beer. So eat at your own discretion.; ; All around, great eating experience! Thank you Poke Saigon!",POSITIVE,0.999782145,5,8/1/2017 0:00,en,tripadvisor
Quách N,"Lovely fresh food, healthy , really nice staff, strongly recommend Poke SaiGon, I'll come back for sure ",POSITIVE,0.999882579,5,8/1/2017 0:00,en,tripadvisor
demiVB,"Poke Saigon zit op een plek die je niet gauw zult vinden, maar wat waren wij blij dat we het (dankzij tripadvisor) gevonden hadden! Super lekkere poké bowls voor een prima prijs en hele aardige, goed Engels-sprekende werknemers!",POSITIVE,0.999843001,5,8/1/2017 0:00,nl,tripadvisor
Tyomonyanko,???????????3????????????; ?????????????????????????????????????????????????; Poke????????????????????30?????????????5??????????????????????????????????; ???????????????????????; 1????????????????????????????,POSITIVE,0.999599278,4,8/1/2017 0:00,ja,tripadvisor
Raphael W,"Coming here regularly to let the Poke Team build my own bowl. Mostly going for Salmon, Tuna and Prawns. The protein, sauces and overall toppings are of very good quality.; ; Love the atmosphere in the place,and the awesome team.",POSITIVE,0.999861717,5,9/1/2017 0:00,en,tripadvisor
gonetotravel143,"We had a great lunch here! You choose a base (salad, sushi rice or brown rice) and then toppings, including tofu, spicy tuna, salmon, edamame....; we loved it here, staff were friendly and the cafe was small but with nice decor making it a relaxed cool place for food.; Located on the second floor in a building on Nguyê~n Huê? it is very conveniently located for tourist spots.",POSITIVE,0.999616027,5,9/1/2017 0:00,en,tripadvisor
EmCho2,"Opted for a 50/50 sushi rice & salad base, topped with spicy salmon, tuna, spicy mayo, extra fish roe and lots of tasty veggies. Total 160.000 Ðong. Yum!",POSITIVE,0.732642293,5,9/1/2017 0:00,en,tripadvisor
pbmhh,"Very good poke, with fresh products ! It's a lovely place, located in an original building. I will definitely come back!",POSITIVE,0.999882698,5,9/1/2017 0:00,en,tripadvisor
162kelseyb,I got salmon and spicy tuna and was so satisfied! It was fresh and delicious and the server (owner?) was extremely helpful and kind. Great little find in a building with 9 floors of cafes and boutiques! Fun to explore!,POSITIVE,0.99986732,5,9/1/2017 0:00,en,tripadvisor
LTvdw,"Ðu?c b?n mình d?n t?i, mình r?t ng?c nhiên v? nhà hàng, khung c?nh d? thuong, các b?n ph?c v? t?n tình, d? an th?t là tuy?t v?i, mình ch?n com và cá h?i (không nh? s?t gì hhuhuh) nhung r?t ngon. Ch?c ch?n mình s? tiêp t?c d?n d? ?ng h? quán",POSITIVE,0.999857664,5,9/1/2017 0:00,vi,tripadvisor
timsche,"Mann benötigt eine kleine Erklärung, aber das Prinzip ist doch einfach: Stelle dir eine Bambusschale mit frischen Zutaten zusammen, durchmische sie und genieße es. Die Auswahl reicht von frischen Tunfisch über Avocado bis zu Granatapfel. Dazu eine Auswahl an tollen Soßen und Gewürzen. Das Ergebnis sieht nicht nur ansprechend aus, es schmeckt auch ausgezeichnet. Es könnte das lange erwartete gesunde fast food Konzept sein. Die Bedienung war dazu sehr freundlich und sprach gut englisch.",POSITIVE,0.999741971,5,9/1/2017 0:00,de,tripadvisor
hannguyen207,"Hands-down the best Poke place, i've tried every other places and nothing ranks up to Poke Saigon, they have the widest variety of toppings and sauces (homemade, original sauces). Staffs are polite and enthusiastic, food is always fresh and well-seasoned. I'm a vegan and I always have their vegeterian bowl and choose a vegan sauce. Love it here.",POSITIVE,0.999608934,5,10/1/2017 0:00,en,tripadvisor
Elton R,"If you’re a fan of pole then this is exactly why you would expect from a poke restaurant.; ; It’s slightly hidden up a few flights of stairs but the decor is clean and relaxing and the poke is great.; ; They had tuna, spicy tuna and salmon options along with all the usual mixers and veg.; ; Highly recommend.",POSITIVE,0.999784529,5,10/1/2017 0:00,en,tripadvisor
KayoungB2,"fresh salad and rice with poke!; very healthy!; ; First, pick the base.; salad or rice(white or brown rice); or half and half.; ; then, choose your poke, sauce, toppings!; ; Make your own plate with fresh food!",POSITIVE,0.998171091,5,10/1/2017 0:00,en,tripadvisor
ccycc911,"Located in an old building, don't bother to take the elevator to 2/F as it's always full of people waiting, just walk up to the staircase. The male staff served us was very friendly and helpful, he explained every single ingredients and his recommendation. You can choose sushi rice/ brown rice/ salad/ half rice half salad; it's just similar to choose your food in Chipotle.; ; Sauce is good, love the shiso one (green sauce). Toppings given are generous too. Price should be VND150K for a regular bowl. It's a good option when you need a break from overwhelming Vietnamese food over the past few days.",POSITIVE,0.998881638,5,10/1/2017 0:00,en,tripadvisor
TOM1125,?????????,??????,??????,????,????,?????,??????????,NEGATIVE,0.908227086,4,10/1/2017 0:00,ko,tripadvisor
Robert_Ravn,"Virkelig lækkert! Man vælge selv sin skål med ris, laks/tun og så hvilke grøntsager man vil have på. Rigtig god betjening",POSITIVE,0.999853015,5,10/1/2017 0:00,da,tripadvisor
Brian D,Loved this place. If you like poke you will too. Great food and service. No issue recommending this place.,POSITIVE,0.999807894,5,11/1/2017 0:00,en,tripadvisor
inthiramckenzie,"This is one of my favourite place to get fast, tasty and cheap food. Each bite is so enjoyable and I can't get enough of the toppings and fish. It's a very trendy restaurant. Explosive flavours on my mouth has been a great experience.",POSITIVE,0.999391675,5,11/1/2017 0:00,en,tripadvisor
peterparkerpp,"I have lunch here, I find the food is quite good, the staff is enthusiastic, I will come back if I have a chance.",POSITIVE,0.999827862,5,11/1/2017 0:00,en,tripadvisor
timlQ6263OT,"I went there in the evening. It is not the easiest to find location since it is on the 2nd floor of a building and they do not have a neon-sign or billboard visible from the street. For those who wish to go there too: if you’re facing the bookstore it’s the entrance to the left.; Upstairs you’ll find an industrial minimalist restaurant that is very clean. Staff is friendly and will walk you through ordering process. For 150.000 VND a bowl you can basically choose sushi rice/brown rice/salad or a combination as a base. Then you choose fish/seafood (shrimp/octopus/tuna/salmon. Last two are also available in spicy). Then you choose sauces (most of them are mayo based) then vegetable, fruit and herb toppings and seasoning as many as you desire (I remember edamame, onion, wakame, tomato, pickled ginger, mango, pomelo, mushrooms, horseradish, coriander, fried onions, fried garlic, sesame seeds, chili powder. I probably forgot about the rest, but this should give you a good impression of what they offer.; Freshly pressed juices and soft drinks are also available.; Everything is stuffed into a small bowl which makes tossing a bit of a challenge but perhaps that’s just my clumsiness.; The bowl was really yummie.; I would surely go there again, although to me it’s more a lunch place than a dinner place.",POSITIVE,0.836544096,4,11/1/2017 0:00,en,tripadvisor
Matthew S,"This place is great for casual, healthy, fresh, non-vietnamese food. 150k VD (around 7 USD) for a bowl. Good for one normal person. Food is fresh and tasty, place is small bu clean. Staff were friendly.",POSITIVE,0.999150038,4,11/1/2017 0:00,en,tripadvisor
202fumikan,"??????????????; ?????????????????????????????????????????; ???????????????????????????????????????????; ; ???16?VND?????; ; It's very healty and fast food.; I can feel like I'm in cafe at Hawaii even it's working time.; ; You can select 3 kind of rice, white rice, brown rice, half rice with salada.",POSITIVE,0.999848247,5,11/1/2017 0:00,ja,tripadvisor
LauraGenevrois,I just tried the poke Saigon for the first time and it’s so yammi. So tasty and healthy at the same time. Not expensive and it’s really a good portion for 1 person. Definitely should try.,POSITIVE,0.999340355,5,11/1/2017 0:00,en,tripadvisor
amin_amirali,"Its on the second floor, go up the stairs and you will easily find it (I wasnt able to see their sign from the street).; I had the spicy tuna mixed with spicy salmon. Devoured it in no time!; Great pit stop to refuel before hiting the busy and hot streets again :)",POSITIVE,0.952501595,5,11/1/2017 0:00,en,tripadvisor
davidcT6518CH,"Read reviews on TA, as this was top listed in search for cheap eats. Went along to find it, not too easy but listing on google maps is quite accurate - you just need to look for the small sign on the outside of the old building then follow the motorbikes past their parking are and up 2 flights stairs.; ; You go in and order at the entrance and they make up salad, rice, raw fish mix aka Subway style.; ; The food itself is fresh and delicious. I would definitely go back. Easy food to prep but so nice and healthy.; ; Only down side is I wouldn’t necessarily class it as a “cheap eat” at 200k VND for one medium sized bowl and a beer (probably meant to drink fresh juice!).; ; But it was really enjoyable and the decor is pretty modern and looks very clean.",POSITIVE,0.998912096,5,11/1/2017 0:00,en,tripadvisor
lolat70,"C'est le premier poke à s'être installé à Saigon....depuis l'offre d'est étoffée. Mais Je reviens toujours à celui-là, il reste le meilleur.; Les produits sont frais, de qualité. Le staff est souriant, gentil.; Mais l'endroit est petit, et les quelques tables vite occupées.",POSITIVE,0.988774061,4,11/1/2017 0:00,fr,tripadvisor
SarahenThijs,Het restaurantje zit in een groot gebouw met allerlei andere leuke tentjes. Het zit op de tweede verdieping dus prima te doen met de trap. Het is er heel hip en schoon. De poke bowl die wij hebben genomen was super lekker. Het goed Engels sprekende personeel legt je met alle plezier uit wat de opties zijn en welke ingrediënten en sausjes ze hebben. Een absolute aanrader als je wat gezonds wilt eten en wat anders dan Vietnamees.,POSITIVE,0.999783933,5,11/1/2017 0:00,nl,tripadvisor
dominique2470,"Vers en heerlijke sausjes.; Vriendelijk en goed Engels sprekend personeel. Bij de ingang denk je wel... waar kom ik terecht, maar heerlijk gegeten laatste avondmaaltijd in Vietnam. ",POSITIVE,0.999800503,5,11/1/2017 0:00,nl,tripadvisor
emmasK2738WH,Megaaaaa lekker! En ze legde alles heel goed uit. Zeker een bezoekje waard. De spicy salon was super lekker,POSITIVE,0.999855518,5,11/1/2017 0:00,nl,tripadvisor
johncrips22,"i ordered the Salmon with edamame, the salmon was pale and not fresh. same with the edamame beans. The dressing was very underwhelming and there was not enough sauce at all. The rice was dry and the sauce was barely enough to cover the produce ontop. Have tried this place twice now and both times have been seriously disappointed. not sure how this gets so many 5 start reviews",NEGATIVE,0.999648094,1,12/1/2017 0:00,en,tripadvisor
DangKhoa1210,"Absolutely amazing - the food is decently fresh and delicious, they are too simple, we just choose what types of vegetables, proteins and toppings we love and put into a bowl.. Then enjoy with some kinds of sauces. the price seems to be high for a bowl of salad, but the quality covers everything. It's a must-to-go place for healthy eaters...; Recommended for breakfast or brunch. Should choose a mix of spicy tuna and soya salmon.. So great, and definitely comeback.",POSITIVE,0.999751389,5,12/1/2017 0:00,en,tripadvisor
